Ticker,Trailing P/E,Forward P/E,P/B,PEG Ratio,ROE,ROA,Debt/Equity,Current Ratio,Quick Ratio,Profit Margin,Operating Margin,Gross Margin,Revenue Growth,Earnings Growth,Trailing EPS,Forward EPS,Market Cap,Enterprise Value,Dividend Yield,Payout Ratio,Beta,Sector,Industry,Shares Outstanding,Float Shares,Book Value Per Share,P/S,EV/Revenue,EV/EBITDA,Insider Ownership,Institutional Ownership,Short Ratio,Most Recent Quarter,Earnings Date
INCY,15.26053,11.199345,3.7568169,0.35,0.2987,0.13571,1.063,3.316,3.039,0.25026,0.25572002,0.52884996,0.278,0.436,6.41,8.73444,19467595776,15941912576.0,,0.0,0.857,Healthcare,Biotechnology,199014486,166622888.0,26.038,3.786555,3.101,11.073,0.01871,1.05443,7.13,2025-12-31,2026-04-28
INCY,16.560734,13.439259,4.1694818,11.98,0.30823,0.13888,0.701,3.682,3.402,0.26707,0.25552,0.52766,0.209,0.838,7.08,8.72444,23424458752,19448061952.0,,0.0,0.758,Healthcare,Biotechnology,199782155,167303570.0,28.121,4.3694034,3.628,12.556,0.01844,1.06637,4.72,2026-03-31,2026-07-28
INTC,,64.06959,2.9933577,1.36,0.00022,0.0028400002,37.282,2.017,1.307,-0.00505,0.051409997,0.36563998,-0.041,,-0.06,1.06915,343939219456,363929501696.0,,0.0,1.349,Technology,Semiconductors,5021010228,4985909100.0,22.884,6.5074687,6.886,28.808,0.12966,0.61896,1.46,2025-12-27,2026-04-23
INTC,,58.897167,4.285521,1.36,-0.02911,0.0063099996,36.028,2.312,1.657,-0.05904,0.06879,0.372,0.072,,-0.6,1.61366,477671030784,503508041728.0,,0.0,2.187,Technology,Semiconductors,5026000000,4583058620.0,22.177,8.884754,9.365,35.523,0.14719,0.65349996,0.97,2026-03-28,2026-07-23
INTU,25.97206,15.0927305,5.820822,1.04,0.23457001,0.10328,36.148,1.323,0.479,0.2157,0.18383,0.80896,0.174,0.485,15.39,26.48361,111228928000,114452799488.0,1.16,0.2915,1.035,Technology,Software - Application,276550000,270302736.0,68.669,5.528002,5.688,18.741,0.02326,0.91155,3.1,2026-01-31,2026-05-20
INTU,17.76022,10.646901,3.8701057,0.77,0.22496,0.09465,33.448,1.453,0.624,0.21907,0.46974,0.80793,0.104,0.107,16.39,27.34035,79623880704,79743885312.0,1.65,0.2831,0.996,Technology,Software - Application,273537000,267281209.0,75.215,3.8052034,3.811,12.441,0.02352,0.93884003,2.38,2026-04-30,2026-05-20
INVH,28.156252,38.169342,1.7323593,13.14,0.060939997,0.02486,88.124,2.423,0.848,0.21632999,0.26999,0.58247,0.043,0.024,0.96,0.70816,16471706624,24796782592.0,4.44,1.2188,0.816,Real Estate,REIT - Residential,599446021,554029460.0,15.603,6.060924,9.124,16.637,0.00327,1.05365,2.24,2025-12-31,2026-04-29
INVH,31.705265,45.175034,1.9679843,13.14,0.061929997,0.02469,97.038,1.497,0.508,0.20964001,0.24277,0.57181,0.092,-0.037,0.95,0.66674,17892544512,26650847232.0,3.98,1.2421,0.843,Real Estate,REIT - Residential,594041956,539526726.0,15.305,6.437429,9.589,17.857,0.0034,1.0295501,2.12,2026-03-31,2026-07-29
IP,,13.072195,1.3223406,1.58,-0.24678,0.02471,71.073,1.279,0.65,-0.14877,0.064770006,0.29737,0.531,,-5.61,2.84038,19659823104,29052198912.0,4.98,1.5812,1.099,Consumer Cyclical,Packaging & Containers,529486211,527033868.0,28.079,0.8318449,1.229,7.359,0.0019400001,1.0271499,6.88,2025-12-31,2026-04-30
IP,,13.40079,1.3428193,1.58,-0.16036,0.01788,65.904,1.213,0.767,-0.13767,0.03718,0.29687,0.134,,-5.19,2.80282,19888658432,28411658240.0,4.93,1.5812,0.898,Consumer Cyclical,Packaging & Containers,529516974,527054720.0,27.971,0.81708467,1.167,7.091,0.00176,0.99413,8.47,2026-03-31,2026-07-30
IQV,22.5364,12.533108,4.6021442,0.74,0.21438,0.05053,245.928,0.749,0.668,0.083380006,0.1517,0.33291999,0.103,0.236,7.83,14.07951,29945264128,44236263424.0,,0.0,1.391,Healthcare,Diagnostics & Research,167866339,161247243.0,38.343,1.8360064,2.712,15.057,0.01091,1.0336599,2.81,2025-12-31,2026-05-05
IQV,25.654228,14.5567,5.533616,0.85,0.22490999,0.051269997,253.536,0.747,0.658,0.08327,0.13611001,0.32991,0.084,0.15,8.04,14.16942,34424791040,48546795520.0,,0.0,1.2,Healthcare,Diagnostics & Research,166900000,158549993.0,37.274,2.0697925,2.919,16.177,0.01079,1.04047,3.06,2026-03-31,2026-07-28
IR,59.172413,22.165846,3.325968,0.8,0.057729997,0.05199,50.699,2.056,1.346,0.07599,0.20011999,0.43607,0.101,0.184,1.45,3.87082,33900474368,37549023232.0,0.09,0.0552,1.333,Industrials,Specialty Industrial Machinery,391617994,390372649.0,25.797,4.4309134,4.908,18.627,0.00232,0.96886003,5.33,2025-12-31,2026-04-28
IR,55.567566,21.346788,3.1625903,0.78,0.057150003,0.0512,48.353,2.227,1.426,0.075440004,0.17069,0.43222,0.076,0.065,1.48,3.85257,32183539712,35907842048.0,0.1,0.0541,1.168,Industrials,Specialty Industrial Machinery,391336834,390088469.0,26.004,4.1360106,4.615,17.76,0.00209,1.07116,3.78,2026-03-31,2026-07-30
IRM,236.14,46.099125,-35.595417,2.7,,0.04405,,0.739,0.612,0.02095,0.21956,0.55381,0.166,-0.142,0.5,2.56122,35123322880,54230233088.0,2.93,6.5694,1.152,Real Estate,REIT - Specialty,297478817,292962646.0,-3.317,5.0890555,7.857,23.289,0.00907,0.88311994,5.59,2025-12-31,2026-04-30
IRM,134.58696,46.281277,-30.318314,2.7,,0.04557,,0.769,0.63,0.03758,0.20955999,0.55018,0.216,8.6,0.92,2.67538,36839505920,56645783552.0,2.79,3.5848,1.219,Real Estate,REIT - Specialty,297524681,294692246.0,-4.084,5.0845675,7.818,23.123,0.008909999,0.87889,4.78,2026-03-31,2026-08-05
ISRG,59.544415,41.061413,9.34793,2.41,0.16690001,0.09392,0.953,4.875,3.77,0.28375998,0.30155,0.65996003,0.188,0.166,7.88,11.42703,166649167872,160984350720.0,,0.0,1.679,Healthcare,Medical Instruments & Supplies,355169692,352939083.0,50.194,16.557787,15.995,45.246,0.00556,0.89108,4.19,2025-12-31,2026-04-21
ISRG,49.486618,34.514416,8.249945,2.13,0.17232999,0.102419995,,4.61,3.259,0.28152,0.30868,0.66292,0.23,0.188,8.22,11.7858,144066363392,143316090880.0,,0.0,1.453,Healthcare,Medical Instruments & Supplies,354162842,352101614.0,49.307,13.614157,13.543,36.884,0.0055199997,0.89282995,3.18,2026-03-31,2026-07-16
ISRG,39.70345,28.794935,7.0054965,1.81,0.17423001,0.10542,,6.431,5.373,0.28445998,0.33745,0.66769,0.185,0.265,8.7,11.99586,122334937088,113687724032.0,,0.0,1.46,Healthcare,Medical Instruments & Supplies,354162842,352032056.0,49.307,11.086687,10.303,27.271,0.00509,0.90444,2.79,2026-06-30,2026-07-16
IT,16.022799,10.501408,34.245846,0.81,0.86861,0.088640004,1046.535,0.999,0.847,0.11224,0.18978001,0.68393,0.022,-0.342,9.65,14.72374,10893024256,12518453248.0,,0.0,1.045,Technology,Information Technology Services,67510191,67851383.0,4.515,1.6765653,1.927,9.552,0.03483,1.09833,4.95,2025-12-31,2026-02-03
IT,13.852767,9.160051,150.09636,0.58,0.94878,0.09377,5293.41,0.939,0.804,0.1144,0.20499,0.68987,-0.015,0.173,10.12,15.3045,9385985024,11074213888.0,,0.0,0.963,Technology,Information Technology Services,66951889,60946305.0,0.934,1.4497662,1.711,8.283,0.035439998,1.18378,7.81,2026-03-31,2026-05-05
ITW,25.97901,22.433378,24.363312,2.76,0.93718004,0.17051001,285.524,1.21,0.83,0.1911,0.26753,0.44097,0.041,0.073,10.48,12.13638,78465335296,86826328064.0,2.37,0.59290004,1.145,Industrials,Specialty Industrial Machinery,288078076,261065970.0,11.175,4.890634,5.412,18.652,0.0037599998,0.85861,7.44,2025-12-31,2026-04-30
ITW,25.631382,22.65665,24.59681,2.8,0.96848,0.17045,283.22,1.188,0.789,0.19320999,0.25672,0.44122002,0.046,0.118,10.77,12.18406,79419580416,87741587456.0,2.33,0.5877,1.011,Industrials,Specialty Industrial Machinery,287700000,260604414.0,11.223,4.8960967,5.409,18.558,0.00368,0.86527,6.87,2026-03-31,2026-07-28
IVZ,,8.514011,1.1332389,0.38,-0.01219,0.025969999,17.161,0.787,0.787,-0.04417,0.20378,0.28573,0.062,,-1.6,2.91402,11023418368,15486246912.0,3.39,0.5646,1.634,Financial Services,Asset Management,444313529,358452918.0,21.893,1.7285943,2.428,12.099,0.0063300002,0.94596,3.45,2025-12-31,2026-04-28
IVZ,,9.267454,1.347921,0.9,-0.01535,0.02683,14.829,0.822,0.822,-0.03692,0.191,0.28915,0.141,0.35,-1.47,3.19721,13134878720,17812480000.0,2.9,0.5646,1.597,Financial Services,Asset Management,443296629,358228006.0,21.982,1.9924275,2.702,13.417,0.00603,0.97240996,3.13,2026-03-31,2026-07-28
J,34.018467,16.07075,4.402144,0.5,0.09726,0.05685,65.173,1.33,1.289,0.03495,0.07434,0.24445999,0.123,,3.79,8.02265,15225124864,17646440448.0,1.12,0.3377,0.752,Industrials,Engineering & Construction,117446713,115899940.0,29.288,1.2288129,1.424,13.797,0.00616,0.91675,4.64,2025-12-26,2026-05-05
J,38.864307,15.990165,4.729002,0.42,0.09380999,0.04355,138.776,1.434,1.355,0.028959999,-0.00936,0.2342,0.27,,3.39,8.23944,15557155840,18734960640.0,1.09,0.38939998,0.672,Industrials,Engineering & Construction,118080879,116610772.0,27.86,1.1808469,1.422,18.277,0.0053,0.91971,5.17,2026-03-27,2026-08-04
JBHT,42.114906,29.545305,7.1154604,2.64,0.16676001,0.069,43.622,1.258,0.976,0.051269997,0.06774,0.18861,0.046,0.274,6.44,9.1798,25575829504,27950178304.0,0.64,0.2748,1.305,Industrials,Integrated Freight & Logistics,94299203,73625046.0,38.117,2.1077483,2.303,17.38,0.20354,0.78191,2.88,2026-03-31,2026-04-15
JBHT,41.5114,28.87054,7.483372,2.88,0.18448,0.0738,39.486,1.255,1.014,0.05311,0.07423,0.18505,0.194,0.456,7.02,10.09368,27363399680,28807643136.0,0.62,0.2532,1.294,Industrials,Integrated Freight & Logistics,93900000,73235856.0,38.941,2.1543763,2.268,17.222,0.20435,0.78802,3.02,2026-06-30,2026-07-15
JBL,44.862534,22.853739,26.20896,0.82,0.59696996,0.053489998,328.91,1.013,0.506,0.02477,0.046729997,0.09037,0.231,0.962,7.42,14.56567,35119714304,37731713024.0,0.1,0.0431,1.286,Technology,Electronic Components,105502622,103432661.0,12.701,1.0750823,1.155,15.874,0.01238,0.97696,2.34,2026-02-28,2026-03-18
JBL,37.720554,17.974373,23.849934,0.82,0.65876,0.05011,297.136,0.981,0.448,0.02566,0.05211,0.092259996,0.118,0.276,7.98,16.74662,31541962752,34128961536.0,0.11,0.0401,1.279,Technology,Electronic Components,104787089,102717544.0,12.621,0.9390284,1.016,14.238,0.01192,0.98021007,1.89,2026-05-31,2026-06-17
JCI,47.113712,25.323486,6.529316,2.56,0.12640001,0.05148,73.339,0.994,0.642,0.14169,0.14715,0.36466998,0.068,0.342,2.99,5.56282,86221758464,95395069952.0,1.14,0.5168,1.402,Industrials,Building Products & Equipment,612066206,609972607.0,21.575,3.5975199,3.98,23.076,0.00179,0.9529,1.8,2025-12-31,2026-02-04
JCI,42.954132,24.369467,6.3395925,1.9,0.13449,0.05446,70.317,1.036,0.689,0.14452,0.14017999,0.36561,0.082,0.389,3.27,5.76377,85696839680,94546837504.0,1.14,0.48009998,1.319,Industrials,Building Products & Equipment,610115603,608163233.0,22.156,3.507422,3.87,21.886,0.0017,0.93813,1.82,2026-03-31,2026-07-29
JKHY,22.135057,22.030602,5.04668,2.16,0.24284,0.13347,3.109,1.6,0.951,0.20587,0.25697002,0.43842,0.079,0.284,6.96,6.993,11150420992,11158385664.0,1.53,0.33290002,0.718,Technology,Information Technology Services,72167368,71665805.0,30.527,4.52436,4.528,16.021,0.006,1.05204,4.82,2025-12-31,2026-02-03
JKHY,21.18296,21.358633,5.059208,2.08,0.24892001,0.13664,6.398,1.744,1.008,0.20637,0.24369,0.44057,0.087,0.125,7.16,7.10111,10776271872,10892285952.0,1.57,0.32819998,0.571,Technology,Information Technology Services,71050780,70576871.0,29.979,4.2836285,4.33,15.225,0.00593,1.0708699,2.32,2026-03-31,2026-05-05
JNJ,26.651217,18.09593,6.817845,2.98,0.26416,0.08424,67.73,1.025,0.689,0.21834,0.27408,0.68035007,0.099,-0.529,8.63,12.71004,553659858944,586595893248.0,2.33,0.6025,0.263,Healthcare,Drug Manufacturers - General,2407216971,2403269135.0,33.735,5.7456245,6.087,17.089,0.0005,0.76838994,2.94,2026-03-29,2026-07-15
JNJ,29.320972,19.727968,7.500815,4.18,,,67.73,,,0.21482,0.28605,0.68097,0.066,-0.01,8.63,12.82646,609122123776,642058158080.0,2.12,0.6079,0.235,Healthcare,Drug Manufacturers - General,2407216971,2403220991.0,33.735,6.220038,6.556,18.429,0.00046999997,0.76877,2.96,2026-06-28,2026-10-13
JPM,14.161879,12.564277,2.3033364,1.6,0.16465001,0.01272,,,,0.33936,0.43741,0.0,0.127,0.172,20.88,23.53498,792331550720,551235551232.0,2.03,0.2824,1.023,Financial Services,Banks - Diversified,2679511418,2665256417.0,128.379,4.5652,3.176,,0.0038299998,0.75725,2.93,2026-03-31,2026-07-14
JPM,14.620661,13.894915,2.5645266,1.76,0.17789,0.0136,,,,0.34921002,0.50394,0.0,0.304,0.469,23.33,24.54855,906712055808,443559018496.0,1.76,0.2571,0.982,Financial Services,Banks - Diversified,2658200000,2643925466.0,133.007,4.8662148,2.381,,0.0038299998,0.76155,2.74,2026-06-30,2026-10-13
KDP,17.33987,10.60729,1.412673,0.89,0.08356,0.04261,75.384,0.635,0.325,0.12522,0.22627,0.54201,0.105,,1.53,2.50111,36045414400,54254411776.0,3.47,0.6013,0.361,Consumer Defensive,Beverages - Non-Alcoholic,1358666059,1352470542.0,18.78,2.1710181,3.268,12.151,0.04975,0.97656995,5.33,2025-12-31,2026-04-23
KDP,22.896296,12.226622,1.6646918,1.03,0.06312,0.036140002,85.985,2.307,0.243,0.10812,0.19014,0.53777003,0.094,-0.477,1.35,2.52809,42054893568,78386896896.0,2.98,0.6815,0.407,Consumer Defensive,Beverages - Non-Alcoholic,1360559471,1354287292.0,18.568,2.4819932,4.626,17.647,0.04978,1.02016,4.43,2026-03-31,2026-08-06
KEY,12.834356,9.727292,1.3007523,2.0,0.09977,0.01031,,,,0.27024,0.35779998,0.0,0.118,0.333,1.63,2.15065,22682001408,40553000960.0,3.92,0.50310004,1.055,Financial Services,Banks - Regional,1084225688,1079747836.0,16.083,3.1498406,5.632,,0.0029,0.89002997,0.0,2026-03-31,2026-04-16
KEYS,55.591274,33.22195,9.510793,2.02,0.17222999,0.05816,44.674,2.604,1.776,0.16946,0.16313,0.61864,0.233,0.68,6.19,10.35791,59015720960,59609722880.0,,0.0,1.261,Technology,Scientific & Technical Instruments,171502495,170471765.0,36.181,10.395582,10.5,46.353,0.00588,0.92768997,1.96,2026-01-31,2026-05-19
KEYS,50.78778,26.583546,8.520336,1.12,0.18174,0.06039,43.642,1.903,1.334,0.17312999,0.18812001,0.62139,0.315,0.356,6.22,11.88329,53985841152,54336847872.0,,0.0,1.214,Technology,Scientific & Technical Instruments,170895368,169861451.0,37.076,8.867582,8.925,37.998,0.0058099995,0.92393,1.86,2026-04-30,2026-05-19
KHC,,10.518727,0.63855183,0.99,-0.12837,0.03498,52.1,1.154,0.675,-0.23437999,0.17485,0.33317003,-0.034,-0.692,-4.93,2.13619,26598744064,44820746240.0,7.12,0.7306,0.051,Consumer Defensive,Packaged Foods,1183744751,854817597.0,35.189,1.0664239,1.797,7.826,0.2779,0.63296,4.12,2025-12-27,2026-05-06
KHC,,12.350451,0.7321489,0.99,-0.12576,0.03467,50.258,1.195,0.716,-0.23049,0.20738001,0.33973998,0.008,0.136,-4.86,2.09547,30687924224,47855927296.0,6.18,0.7306,0.077,Consumer Defensive,Packaged Foods,1185777638,855929872.0,35.348,1.2280083,1.915,8.305,0.2778,0.64989,6.49,2026-03-28,2026-08-05
KIM,29.5,28.32553,1.5691489,3.37,0.055370003,0.02243,78.678,0.488,0.488,0.27323,0.33007,0.69051003,0.032,-0.068,0.82,0.854,16313814016,24584669184.0,4.3,1.2317,1.051,Real Estate,REIT - Retail,674403212,657969942.0,15.416,7.6228647,11.488,18.767,0.021960001,0.98535,4.4,2025-12-31,2026-04-30
KIM,30.02299,30.161663,1.6955534,3.37,0.058579996,0.0232,78.788,0.486,0.485,0.28537,0.34428,0.68961,0.04,0.294,0.87,0.866,17615060992,25911789568.0,3.98,1.1724,0.969,Real Estate,REIT - Retail,674389792,657739108.0,15.405,8.149431,11.988,19.754,0.021960001,1.03133,5.44,2026-03-31,2026-08-04
KKR,44.273506,13.454563,3.2566326,0.54,0.08558,0.01596,68.611,0.847,0.799,0.09241,0.33029997,0.56959,0.763,-0.022,2.34,7.69999,95945973760,159024136192.0,0.71,0.312,1.927,Financial Services,Asset Management,891550894,684042423.0,31.812,3.740422,6.2,,0.23234,0.62476003,1.64,2025-12-31,2026-05-05
KKR,34.333332,13.663603,3.2117858,0.54,0.076630004,0.014630001,69.029,0.857,0.814,0.116809994,0.11012,0.55542,-0.066,,2.94,7.38751,94120648704,153965314048.0,0.74,0.2517,1.794,Financial Services,Asset Management,897872941,690338589.0,31.428,3.7121956,6.073,,0.2305,0.62199,3.08,2026-03-31,2026-07-30
KLAC,52.07674,37.19821,42.982864,1.99,1.00726,0.21087,111.778,2.828,1.852,0.35764,0.41313,0.61574,0.072,0.409,34.4,48.1593,235381473280,235717902336.0,0.42,0.21540001,1.435,Technology,Semiconductor Equipment & Materials,131076611,130768581.0,41.678,18.469097,18.495,41.051,0.00102,0.94485,3.19,2025-12-31,2026-04-29
KLAC,60.269123,41.513813,47.6911,2.27,0.94975996,0.21282,105.4,3.026,1.963,0.35661998,0.41215,0.61446,0.115,0.118,3.53,5.1248,277910061056,279097475072.0,0.43,0.2152,1.407,Technology,Semiconductor Equipment & Materials,1306275210,1303166275.0,4.461,21.219917,21.311,47.707,0.00085,0.94637,2.34,2026-03-31,2026-07-28
KMB,20.337448,12.950241,21.843092,2.0,1.26603,0.09612001,464.785,0.745,0.374,0.122880004,0.13161999,0.37308,-0.006,0.11,4.86,7.63229,32807540736,39737208832.0,5.18,1.037,0.296,Consumer Defensive,Household & Personal Products,331925766,330817070.0,4.525,1.9947432,2.416,12.422,0.00675,0.89095,7.89,2025-12-31,2026-04-28
KMB,20.957447,14.335859,20.024025,2.19,1.11727,0.10163999,371.264,0.766,0.368,0.12798999,0.19649,0.37147,0.027,0.179,5.17,7.55797,35965734912,42647736320.0,4.73,0.97870004,0.279,Consumer Defensive,Household & Personal Products,331940357,330678984.0,5.411,2.1723685,2.576,12.727,0.0070700003,0.93404996,8.18,2026-03-31,2026-08-04
KMI,23.372263,21.829388,2.286,3.77,0.09826,0.040960003,99.71,0.637,0.412,0.18043,0.30257,0.49306,0.131,0.493,1.37,1.46683,71238705152,104813297664.0,3.65,0.85040003,0.63,Energy,Oil & Gas Midstream,2224818888,1936894201.0,14.007,4.2060995,6.188,14.731,0.1278,0.69727,3.32,2025-12-31,2026-04-22
KMI,21.677853,21.458515,2.2941968,3.85,0.10597,0.04319,98.84,0.522,0.32,0.18917,0.29909,0.49446,0.138,0.36,1.49,1.50523,71861870592,105251872768.0,3.64,0.78519994,0.533,Energy,Oil & Gas Midstream,2224825757,1933507072.0,14.079,4.1007686,6.006,14.152,0.12685001,0.70922,4.23,2026-03-31,2026-07-22
KO,24.914473,21.933596,10.128376,3.9,0.43323,0.09147,139.793,1.459,0.885,0.2734,0.24656999,0.61626,0.024,0.036,3.04,3.45315,325996544000,359950778368.0,2.72,0.6711,0.361,Consumer Defensive,Beverages - Non-Alcoholic,4304152877,3872328044.0,7.478,6.799953,7.508,22.388,0.09892,0.66697997,2.79,2025-12-31,2026-04-28
KO,25.647797,23.415249,10.435005,3.99,0.43372002,0.0951,124.943,1.358,0.782,0.278,0.35055,0.61744,0.121,0.182,3.18,3.4832,350910447616,383838453760.0,2.6,0.64779997,0.349,Consumer Defensive,Beverages - Non-Alcoholic,4302482418,3873912144.0,7.816,7.1201696,7.788,22.964,0.098950006,0.68278,2.44,2026-04-03,2026-07-28
KR,36.759743,10.093373,6.118677,0.55,0.14405,0.05763,415.97,0.801,0.305,0.0068800002,0.034360003,0.241,0.012,0.509,1.54,5.60863,34903502848,72505466880.0,2.18,0.8701,0.416,Consumer Defensive,Grocery Stores,616560677,793495428.0,9.252,0.23640631,0.491,8.961,0.0844,0.81097,5.4,2026-01-31,2026-06-18
KR,34.39766,10.621777,6.3575444,0.57,0.13779001,0.05771,373.449,0.791,0.277,0.00708,0.03224,0.23979001,0.022,0.132,1.71,5.53768,36035915776,68229169152.0,2.45,0.80120003,0.435,Consumer Defensive,Grocery Stores,612647282,793487454.0,9.252,0.24242938,0.459,8.444,0.08488,0.81689,2.9,2026-05-23,2026-06-18
KVUE,23.171053,14.60732,3.1345675,1.5,0.14388,0.06609,80.576,0.958,0.579,0.097200006,0.17830999,0.58370996,0.032,0.112,0.76,1.20556,33809727488,41365651456.0,4.71,1.0855,0.57,Consumer Defensive,Household & Personal Products,1919916307,1914067832.0,5.618,2.2355018,2.735,12.755,0.00067000004,0.95908,2.55,2025-12-28,2026-02-17
KVUE,22.595238,15.310402,3.435294,1.57,0.15701,0.07072,82.975,0.983,0.607,0.106070004,0.21617001,0.58599,0.045,0.469,0.84,1.23968,36441763840,44168765440.0,4.37,0.98510003,0.437,Consumer Defensive,Household & Personal Products,1920008668,1917455056.0,5.525,2.3830607,2.888,12.729,0.00051,0.9505,2.64,2026-03-29,2026-05-07
L,13.971142,38.39655,1.2275789,1.32,0.09431,0.019650001,50.221,0.513,0.319,0.09033,0.13076,0.36501998,0.041,1.26,7.97,2.9,22943987712,26590988288.0,0.22,0.031400003,0.591,Financial Services,Insurance - Property & Casualty,205767698,169027233.0,90.707,1.243307,1.441,8.167,0.1893,0.60585,5.64,2025-12-31,2026-05-04
L,14.561069,39.465515,1.2591035,1.32,0.09217,0.019,45.603,0.503,0.503,0.08825,0.11833,0.36041,0.014,-0.063,7.86,2.9,23550246912,26864246784.0,0.22,0.0318,0.518,Financial Services,Insurance - Property & Casualty,205768873,166788018.0,90.898,1.271955,1.451,8.443,0.18906,0.62052,4.76,2026-03-31,2026-08-03
LDOS,13.929084,11.755258,3.9891512,2.46,0.31034002,0.09905,107.658,1.703,1.35,0.084309995,0.11243,0.18045,-0.036,0.197,11.14,13.20005,19612352512,23892353024.0,1.07,0.1463,0.663,Technology,Information Technology Services,125928552,125347417.0,38.898,1.1419793,1.391,9.997,0.0057099997,0.8204,2.96,2026-01-02,2026-05-05
LDOS,9.750916,8.120106,2.671752,2.46,0.30579,0.09232,137.125,1.397,1.106,0.08154,0.12227,0.17906,0.037,-0.076,10.92,13.11313,13393636352,19931635712.0,1.62,0.1519,0.547,Technology,Information Technology Services,125785466,124800566.0,39.854,0.77290297,1.15,8.291,0.0057,0.81954,3.01,2026-04-03,2026-08-04
LEN,11.942447,10.935556,0.93433744,0.7,0.08076,0.04301,24.992,8.328,3.535,0.0539,0.03644,0.16871001,-0.133,-0.526,6.95,7.58992,20442759168,17126762496.0,2.41,0.2878,1.422,Consumer Cyclical,Residential Construction,215244398,209619554.0,88.833,0.61621225,0.516,6.899,0.06657,0.9385,0.15,2026-02-28,2026-03-12
LEN,13.148903,12.706159,0.9346971,11.54,0.07368,0.03943,28.692,8.508,1.203,0.04934,0.052750003,0.16363001,-0.052,-0.315,6.38,6.60231,20208693248,24745287680.0,2.38,0.31350002,1.394,Consumer Cyclical,Residential Construction,210506003,204214039.0,89.751,0.6172999,0.756,10.827,0.06803,0.96666,0.18,2026-05-31,2026-06-11
LH,25.902391,14.035438,2.581248,1.12,0.10509,0.05116,75.561,1.424,0.989,0.06282,0.105500005,0.2876,0.056,0.157,10.45,19.28547,22304030720,28314632192.0,1.06,0.2753,0.985,Healthcare,Diagnostics & Research,82187046,81996240.0,104.864,1.5986605,2.029,12.919,0.00364,1.00655,5.83,2025-12-31,2026-04-30
LH,25.120567,14.597509,2.6717455,1.2,0.11047,0.05314,83.407,1.726,1.299,0.06656,0.10945,0.28834,0.058,0.329,11.28,19.41153,23235518464,29565720576.0,1.02,0.2551,0.861,Healthcare,Diagnostics & Research,82000000,81602300.0,106.058,1.6427596,2.09,13.123,0.0035499998,1.0110099,4.43,2026-03-31,2026-07-30
LHX,30.586767,20.685488,2.7437952,1.61,,,34.574,,,0.103690006,0.097270004,0.30414,1.9,-0.061,9.22,13.63323,52537040896,69419442176.0,1.77,0.5266,0.746,Industrials,Aerospace & Defense,186294951,219817844.0,102.781,4.0865774,5.4,32.348,0.00422,0.89455,2.3,2020-01-03,2026-07-29
LII,21.364473,18.3185,14.572788,1.4,0.75833,0.16916999,152.24,1.597,0.515,0.1551,0.19749,0.33391997,-0.112,-0.179,22.8,26.59115,16960139264,18688845824.0,1.07,0.2216,1.21,Industrials,Building Products & Equipment,34817885,31448258.0,33.426,3.2645159,3.597,16.184,0.09549,0.75692004,4.46,2025-12-31,2026-04-29
LII,24.153196,20.329872,15.5979,1.57,0.76791,0.16740999,161.043,1.572,0.54,0.1509,0.14316,0.33193,0.058,-0.077,22.52,26.75521,18928746496,20833445888.0,1.0,0.231,1.163,Industrials,Building Products & Equipment,34799968,29648529.0,34.872,3.6001267,3.962,18.056,0.09556,0.79186,6.73,2026-03-31,2026-07-29
LIN,33.668262,25.247187,5.9677987,2.31,0.17817,0.07172,70.63,0.877,0.692,0.20297001,0.28172,0.48835,0.058,-0.094,14.62,19.49643,228096507904,252605497344.0,1.3,0.4107,0.79,Basic Materials,Specialty Chemicals,463394156,461730571.0,82.481,6.7114844,7.433,18.932,0.0025600002,0.8758,2.61,2025-12-31,2026-05-01
LIN,34.0106,26.163254,6.156079,2.17,0.18229,0.07237,65.642,0.828,0.624,0.20436001,0.28471002,0.48766,0.082,0.134,15.09,19.61606,237285867520,261299339264.0,1.25,0.4045,0.723,Basic Materials,Specialty Chemicals,462347310,461031327.0,83.368,6.8470893,7.54,19.227,0.00247,0.90789,2.49,2026-03-31,2026-07-31
LITE,256.1805,56.450905,75.4044,0.63,0.29275,0.0029199999,392.476,0.606,0.408,0.11951,0.10729,0.37118,0.655,,3.49,15.83801,63836598272,66003996672.0,,0.0,1.391,Technology,Communication Equipment,71400000,70805238.0,11.857,30.323294,31.353,246.56,0.00612,1.13989,1.55,2025-12-27,2026-05-05
LITE,128.11539,40.041878,17.671087,0.63,0.22834998,0.028900001,111.445,1.137,0.938,0.17678,0.21771,0.40837002,0.901,,5.72,18.30134,57013395456,52684595200.0,,0.0,1.482,Technology,Communication Equipment,77800000,71165118.0,41.47,22.911669,21.172,103.547,0.00774,1.05404,1.58,2026-03-28,2026-08-11
LLY,40.323185,22.005165,31.260496,1.0,1.01159,0.19415002,165.31,1.579,0.777,0.31667,0.44896,0.83044,0.426,0.514,22.99,42.12784,829709287424,864823607296.0,0.67,0.26139998,0.504,Healthcare,Drug Manufacturers - General,893357420,890990023.0,29.655,12.729702,13.268,27.288,0.0017,0.84638,2.73,2025-12-31,2026-04-30
