Ticker,FiscalDate,Gross Margin (calc),Operating Margin (calc),Net Margin (calc),EBITDA Margin (calc),FCF Margin (calc),ROE (calc),ROA (calc),ROIC (calc),ROCE (calc),P/E (calc),P/S (calc),P/B (calc),P/FCF (calc),EV/EBITDA (calc),EV/Revenue (calc),EV/FCF (calc),Earnings Yield (calc),Debt/Equity (calc),Debt/Assets (calc),Net Debt/EBITDA (calc),Interest Coverage (calc),Current Ratio (calc),Quick Ratio (calc),Asset Turnover (calc),Receivables Turnover (calc),Cash Conversion Cycle (calc),Cash Conversion Ratio (calc),CapEx/Revenue (calc),SBC/Revenue (calc),Source
CRM,2026-04-30,0.769155,0.218001,0.189257,0.361358,0.58888,0.061545,0.019751,0.025564,0.038369,66.379041,12.562709,4.085312,21.333228,42.399112,15.321264,26.017637,0.015065,1.223426,0.392613,7.542878,9.583596,0.78587,,0.104359,2.191535,,3.180351,0.013024,0.076978,quarterly
CRWD,2026-04-30,0.752981,-0.022084,0.020044,0.096062,0.339732,0.005994,0.002464,-0.005688,0.006315,7445.384176,149.237711,44.625289,439.281178,1525.83727,146.574657,431.442479,0.000134,0.177247,0.072878,,7.387018,1.531057,,0.122947,1.483722,,21.276626,0.086744,0.21485,quarterly
CSCO,2026-04-30,0.636323,0.249921,0.212928,0.318982,0.211035,0.069033,0.026867,0.041243,0.051346,130.804688,27.852043,9.029783,131.978526,90.553178,28.884869,136.872632,0.007645,0.640654,0.249335,4.793192,11.713528,0.924585,0.805518,0.126177,2.444599,259.423319,1.113845,0.026135,0.057698,quarterly
CSGP,2026-03-31,0.781494,0.003344,0.003344,0.09476,0.109253,0.000379,0.000295,8.4e-05,0.00032,4053.611179,13.557228,1.536817,124.090138,142.645091,13.517093,123.722783,0.000247,0.150385,0.11708,,,2.195624,,0.088253,3.334572,,50.666667,0.060201,0.046823,quarterly
CSX,2026-03-31,0.359851,0.359851,0.231763,0.48564,0.209362,0.059448,0.018245,0.02932,0.031114,116.853216,27.082293,6.946633,129.356029,66.603518,32.345361,154.49458,0.008558,1.424457,0.437172,10.587818,5.99061,0.965849,0.829556,0.078721,3.319352,-0.73415,1.576208,0.155945,,quarterly
CTAS,2026-02-28,0.509761,0.232242,0.176845,0.277809,0.186727,0.104941,0.049102,0.070417,0.078499,162.807376,28.791718,17.085111,154.191602,106.700318,29.642319,158.746923,0.006142,0.609431,0.285154,3.133586,23.419431,1.98301,1.052222,0.277655,1.841538,515.292538,1.23677,0.03199,0.012053,quarterly
CTRA,2025-12-31,0.37417,0.291475,0.187851,0.641143,0.191935,0.024801,0.015181,0.021454,0.025525,,,,,,,,,0.270724,0.165711,2.949045,10.722222,1.18754,1.156712,0.080813,2.02376,167.853247,2.63587,0.303216,0.009699,quarterly
CTSH,2026-03-31,0.327914,0.155736,0.122298,0.187512,0.036579,0.043934,0.032293,0.04098,0.051472,31.988232,3.912102,1.405376,106.950553,20.482893,3.840779,105.000691,0.031261,0.072471,0.053268,,124.857143,2.225852,,0.264049,1.174441,,0.413897,0.01404,0.008498,quarterly
CTVA,2026-03-31,0.516412,0.235474,0.146789,0.242813,-0.605912,0.029554,0.016855,0.03521,0.028967,81.094423,11.903768,2.396683,-19.646024,50.395454,12.236694,-20.195486,0.012331,0.137756,0.078564,1.168766,24.833333,1.466594,1.027754,0.114825,0.632169,733.563928,-4.015278,0.016514,,quarterly
CVNA,2026-03-31,0.197606,0.09033,0.038868,0.094683,0.008706,0.067204,0.018154,0.060127,0.044963,295.443661,11.483351,19.855085,1318.944914,85.165613,8.063722,926.176037,0.003385,1.49086,0.40273,4.505747,5.454545,4.086882,2.574106,0.467068,18.973451,185.011482,0.428,0.007929,0.004042,quarterly
CVS,2026-03-31,0.155577,0.046601,0.029305,0.058023,0.033856,0.037996,0.011634,0.025,0.028289,46.59324,1.365422,1.770346,40.33056,34.983338,2.029832,59.955267,0.021462,1.011477,0.309696,9.193238,6.087855,0.865877,0.66022,0.396982,4.985405,76.863624,1.443765,0.008454,0.002649,quarterly
CVX,2026-03-31,0.283518,0.067752,0.046472,0.214127,-0.032572,0.01203,0.006706,0.008171,0.014932,168.862252,7.847287,2.031329,-240.920321,40.880662,8.753633,-268.746149,0.005922,0.247274,0.137848,3.938427,12.437681,1.094461,0.844224,0.144305,1.882959,58.579751,1.137557,0.085436,,quarterly
D,2026-03-31,0.441522,0.270373,0.12373,0.411437,-0.426579,0.021306,0.005237,0.016002,0.012682,100.612831,12.448808,2.143636,-29.18289,58.058358,23.88733,-55.997436,0.009939,1.775998,0.436548,24.897821,,0.777346,0.609556,0.042327,2.101759,274.452517,1.42029,0.602311,,quarterly
DAL,2026-06-30,0.229843,0.094346,0.081186,0.108974,0.006934,0.073527,0.018582,0.041609,0.040841,34.50881,2.801647,2.537343,404.030158,33.196495,3.617556,521.693827,0.028978,0.916067,0.231508,4.313516,14.951389,0.42364,0.347518,0.228878,4.587184,-20.699934,0.994389,0.073797,,quarterly
DASH,2026-03-31,0.506442,0.049306,0.04559,0.115956,0.104063,0.018043,0.009335,0.014754,0.014541,436.050232,19.879396,7.867547,191.03153,166.66505,19.325878,185.712484,0.002293,0.322318,0.16676,,,1.425821,,0.204759,3.903288,,3.228261,0.043112,0.057235,quarterly
DD,2026-03-31,0.35812,0.138013,0.095776,0.223676,0.030339,0.011467,0.007506,0.01117,0.011424,113.458233,10.866612,1.301052,358.17207,56.358776,12.606127,415.507837,0.008814,0.225926,0.147886,6.547872,5.525,2.68331,2.108417,0.078372,0.989406,479.524699,0.950311,0.060678,0.007733,quarterly
DDOG,2026-03-31,0.792108,0.00728,0.052238,0.078421,0.287245,0.013182,0.007562,0.001315,0.011518,1751.499587,91.49539,23.08882,318.527174,1122.708592,88.044005,306.511706,0.000571,0.322212,0.184846,7.071726,29.44112,3.397063,,0.144768,1.479094,,6.364781,0.04524,0.195584,quarterly
DE,2026-04-30,0.368622,0.208372,0.135426,0.274901,0.066758,0.064694,0.01657,0.023158,0.041095,90.986396,12.321943,5.886261,184.575377,55.810901,15.342456,229.820861,0.010991,2.341166,0.599639,15.525424,4.220506,2.263837,2.022139,0.122354,1.72923,426.738359,1.089679,0.080813,0.002139,quarterly
DECK,2026-03-31,0.575894,0.140015,0.121114,0.172113,0.070361,0.054236,0.036762,0.048847,0.060348,109.089948,13.212295,5.91663,187.778483,68.813015,11.843617,168.32628,0.009167,0.150099,0.10174,,34805.2,3.544972,2.939284,0.303536,3.509236,182.810582,0.706951,0.01526,0.011732,quarterly
DELL,2026-04-30,0.177501,0.085808,0.078418,0.116532,0.071119,-2.448718,0.029918,0.110093,0.107925,74.488679,5.84125,-182.401765,82.133444,54.25996,6.323027,88.907676,0.013425,-22.194444,0.27117,3.83304,10.796526,0.9465,0.744725,0.381523,1.695753,-90.532466,1.187027,0.021965,0.004311,quarterly
DG,2026-04-30,0.316166,0.059193,0.041173,0.084301,0.033798,0.050222,0.01401,0.035739,0.026108,62.456841,2.571508,3.136705,76.083551,46.389344,3.910651,115.704947,0.016011,1.786486,0.498378,3.544622,13.516999,1.169053,0.252874,0.340287,,,1.612575,0.032595,0.003433,quarterly
DGX,2026-03-31,0.325389,0.139551,0.087047,0.188601,0.056649,0.034211,0.015114,0.024147,0.027525,92.545731,8.055794,3.166104,142.204416,54.424036,10.26443,181.192217,0.010805,0.869671,0.384214,9.642857,6.138462,1.178686,1.075333,0.173634,1.824197,,1.103175,0.039378,0.006908,quarterly
DHI,2026-03-31,0.225361,0.105847,0.085723,0.109565,-0.059499,0.027423,0.018216,0.020102,0.024518,65.386568,5.605107,1.793123,-94.204931,57.556645,6.306169,-105.987675,0.015294,0.280786,0.186516,5.610313,,11.659847,2.705362,0.212504,,,-0.636672,0.004922,0.004578,quarterly
DHR,2026-03-31,0.603428,0.225844,0.172912,0.323475,0.182322,0.019434,0.012317,0.015676,0.01706,140.199114,24.242125,2.724601,132.963031,82.210852,26.593159,145.857964,0.007133,0.349091,0.221249,6.640519,20.603175,1.867962,1.518365,0.071232,1.558261,360.748134,1.284742,0.039825,0.009746,quarterly
DIS,2026-03-31,0.368206,0.150548,0.08928,0.2084,0.196321,0.02067,0.010949,0.017774,0.022723,75.480672,6.738917,1.560189,34.326062,41.54148,8.657226,44.097362,0.013248,0.435644,0.23077,7.945853,8.118393,0.679099,0.621677,0.122641,1.748992,,3.076992,0.078393,0.016092,quarterly
DLR,2026-03-31,0.572973,0.172837,0.109636,0.493347,0.325605,0.007672,0.003669,0.006372,0.006827,364.94781,40.011457,2.799707,122.883308,100.22266,49.444506,151.854118,0.00274,0.822258,0.39327,19.30069,2.639504,1.11293,,0.033467,1.545122,,2.969873,,0.015447,quarterly
DLTR,2026-04-30,0.368745,0.09512,0.069798,0.131778,0.0786,0.099031,0.025123,0.055203,0.044993,69.687502,4.864036,6.901189,61.883072,46.955112,6.187642,78.722748,0.01435,2.165184,0.549292,2.936251,29.368098,1.161412,0.385504,0.359944,,,1.854305,0.050826,0.004241,quarterly
DOC,2026-03-31,0.569878,0.152421,0.257165,0.760568,0.346478,0.024741,0.008958,0.006281,0.014742,80.145625,20.61066,1.982912,59.486271,45.904799,34.913709,100.76758,0.012477,1.36883,0.495594,16.155489,3.241271,0.839671,,0.034833,8.231953,,1.347296,,0.01245,quarterly
DOV,2026-03-31,0.388647,0.148961,0.116104,0.207363,0.063687,0.031834,0.017653,0.022667,0.029858,120.963873,14.04434,3.850763,220.521444,71.598772,14.846921,233.123419,0.008267,0.439274,0.243592,3.870415,11.124721,1.865381,1.318604,0.152045,1.421627,371.677473,0.799373,0.029123,0.010206,quarterly
DOW,2026-03-31,0.065346,-0.000408,-0.054421,0.055953,0.063406,-0.034953,-0.008916,-0.00012,-0.003473,-40.458882,2.201816,1.414164,34.725578,70.043035,3.919092,61.809313,-0.024716,1.287232,0.328354,26.065693,-0.780822,1.847855,1.204822,0.163834,1.88891,273.2189,-2.108818,0.051358,,quarterly
DPZ,2026-03-31,0.403715,0.193445,0.121512,0.214935,0.127684,-0.035787,0.075799,0.176366,0.181135,76.648543,9.313719,-2.743008,72.943732,63.157989,13.574867,106.316435,0.013047,-1.314582,2.784389,18.805316,4.907716,1.603029,1.486215,0.623801,3.758907,67.724232,1.158385,0.013074,0.007639,quarterly
DRI,2026-02-28,0.222103,0.131617,0.091711,0.174005,0.132813,0.145817,0.023804,0.084518,0.042829,74.115491,6.797188,10.807335,51.178557,52.348358,9.108893,68.584243,0.013492,2.939781,0.479897,3.763271,,0.386919,0.254534,0.259551,31.061281,-3.130679,2.006845,0.051236,0.005261,quarterly
DTE,2026-03-31,0.203462,0.080529,0.048045,0.187707,-0.062828,0.020044,0.004482,0.010609,0.009545,124.808569,5.996444,2.501641,-95.441847,59.654628,11.197572,-178.225127,0.008012,2.188753,0.489439,27.421762,1.645051,0.952711,0.685683,0.09329,2.437648,114.348651,3.668016,0.239059,,quarterly
DUK,2026-03-31,0.488342,0.255066,0.168882,0.517433,-0.280671,0.028463,0.007826,0.013428,0.016121,62.875693,10.61858,1.78962,-37.832812,39.907419,20.649415,-73.571557,0.015904,1.674881,0.46054,18.552327,2.959711,0.661257,0.436412,0.046342,2.32531,144.532178,0.975484,0.445413,,quarterly
DVA,2026-03-31,0.314237,0.138645,0.057833,0.194462,0.064064,-0.261457,0.011288,0.038668,0.03324,77.000554,4.453142,-20.132363,69.511041,44.522279,8.657888,135.14476,0.012987,-17.499551,0.755504,15.028752,3.351214,1.416823,1.367437,0.195181,1.388798,177.164847,1.624214,0.029869,0.008245,quarterly
DVN,2026-03-31,0.121355,0.081954,0.031521,0.312057,0.164434,0.007778,0.003687,0.009471,0.010213,421.280529,13.279134,3.276748,80.756651,28.76091,8.975036,54.581408,0.002374,0.55691,0.26402,5.531145,2.40678,1.005915,0.93853,0.116984,1.692,144.139575,13.791667,0.270292,0.005779,quarterly
DXCM,2026-03-31,0.629499,0.214196,0.16738,0.285007,0.376709,0.067469,0.030076,0.045011,0.061821,148.256465,24.81514,10.002761,65.873418,84.035216,23.950636,63.578536,0.006745,0.468328,0.208765,0.36385,87.935484,1.947882,1.635983,0.179684,1.094893,580.749433,2.634586,0.064267,0.036329,quarterly
EA,2026-03-31,0.828302,0.266038,0.217453,0.317453,0.244811,0.068155,0.035108,0.054438,0.06321,113.626861,24.708482,7.744232,100.928676,76.160452,24.177351,98.759122,0.008801,0.228859,0.117889,,53.636364,1.046352,,0.16145,3.35443,,1.258134,0.028774,0.071698,quarterly
EBAY,2026-03-31,0.740369,0.197799,0.165749,0.249919,0.290385,0.116047,0.028615,0.045375,0.053217,97.177032,16.107038,11.277117,55.467827,68.78321,17.190236,59.198036,0.01029,1.632366,0.402504,4.987047,11.131148,1.219127,,0.172637,2.30867,,1.892578,0.023309,0.050502,quarterly
ECHO,2026-03-31,0.308744,0.089077,-0.040051,0.161157,0.028589,-0.026084,-0.00355,0.009572,0.014334,-181.521887,7.270054,4.73475,254.297536,92.099961,14.84254,519.173791,-0.005509,5.014496,0.682482,38.760086,0.716161,0.301676,0.268093,0.088639,2.913693,98.666422,-1.622249,0.036383,0.00279,quarterly
ECL,2026-03-31,0.435503,0.164384,0.106392,0.220973,0.023954,0.043243,0.017276,0.028265,0.033539,177.495587,18.884088,7.675466,788.342822,95.224702,21.042127,878.433206,0.005634,0.926289,0.370059,8.876906,8.219922,0.991305,0.733419,0.16238,1.239589,217.677274,1.030744,0.085709,0.009911,quarterly
ED,2026-03-31,0.546418,0.235329,0.181354,0.413543,-0.196075,0.036099,0.012363,0.017274,0.022101,44.817838,8.127906,1.617897,-41.453135,32.483,13.433107,-68.510192,0.022313,1.061767,0.363616,12.589464,4.983766,1.189179,1.089292,0.068169,1.81059,22.171592,0.188312,0.230226,,quarterly
EFX,2026-03-31,0.534781,0.17448,0.104009,0.288859,0.073685,0.03777,0.014361,0.021469,0.030712,124.559623,12.955289,4.704556,175.818727,55.326774,15.98165,216.89006,0.008028,1.169005,0.44449,10.759395,5.233393,0.606643,,0.138076,1.538296,,1.410496,0.073018,0.02626,quarterly
EG,2026-03-31,,,0.165316,,0.164304,0.042705,0.010474,,,23.183625,3.832635,0.990053,23.326513,,3.82023,23.251013,0.043134,0.234713,0.05757,,21.444444,,,0.06336,0.369228,,0.993874,,0.004557,quarterly
EIX,2026-03-31,0.51572,0.260297,0.138923,0.494516,-0.027297,0.03291,0.006033,0.015433,0.014096,52.406232,7.280417,1.724685,-266.71029,36.494605,18.047174,-661.138871,0.019082,2.465185,0.45194,20.394776,2.280534,0.739794,0.683918,0.043429,2.601776,-203.402682,2.503509,0.375091,,quarterly
EL,2026-03-31,0.764009,0.150054,0.023976,0.124461,0.083513,0.022289,0.004526,0.024497,0.018978,333.867583,8.004907,7.441576,95.852306,77.680126,9.668162,115.768446,0.002995,2.329076,0.472945,9.060606,3.182927,1.268144,0.943834,0.188771,2.126002,418.767062,4.629213,0.027478,0.019397,quarterly
ELV,2026-06-30,,,0.028985,,0.032215,0.032596,0.011571,,,55.308341,1.603124,1.802823,49.763901,,1.477694,45.870298,0.01808,0.691665,0.245527,,6.321429,,,0.3992,4.592303,,1.307587,0.005686,0.001486,quarterly
EME,2026-03-31,0.18667,0.087257,0.066004,0.098616,-0.006083,0.079007,0.032129,0.077807,0.08617,108.481471,7.16026,8.570805,-1177.074433,71.582935,7.059241,-1160.467841,0.009218,0.132009,0.053682,,,1.259876,1.232871,0.486767,1.017204,260.037899,0.001827,0.006204,0.002288,quarterly
EMR,2026-03-31,0.530907,0.197501,0.135467,0.278825,0.152126,0.030439,0.014684,0.020859,0.028727,126.466585,17.132036,3.849498,112.617218,71.099334,19.824277,130.31463,0.007907,0.692361,0.333991,9.09434,8.209091,0.868312,0.638164,0.108392,1.444585,420.499465,1.260518,0.018632,0.012714,quarterly
EOG,2026-03-31,0.658331,0.368896,0.292986,0.564368,0.19562,0.064061,0.037094,0.049743,0.05443,37.631015,11.025364,2.410684,56.361127,20.704354,11.684878,59.732532,0.026574,0.268733,0.155607,1.070267,39.712121,1.715735,1.532925,0.126606,1.878788,-158.395793,1.49798,0.243267,0.008582,quarterly
EPAM,2026-03-31,0.277137,0.083402,0.058941,0.113382,-0.038725,0.024051,0.017545,0.022209,0.030575,56.131086,3.308423,1.349991,-85.434335,24.464596,2.77385,-71.629912,0.017815,0.083921,0.06122,,,2.665778,,0.297667,1.191886,,-0.440615,0.012754,0.035655,quarterly
EQIX,2026-03-31,0.51473,0.234452,0.169804,0.475859,-0.22054,0.029025,0.010147,0.014885,0.017024,242.401773,41.160694,7.035721,-186.635874,105.410775,50.160692,-227.44477,0.004125,1.632116,0.57059,15.699054,4.182432,1.178052,,0.059758,2.205776,,1.727711,0.513912,0.052373,quarterly
EQR,2026-03-31,0.612971,0.27398,0.115509,0.543212,0.42909,0.008442,0.00439,0.0112,0.008958,295.961816,34.186166,2.498373,79.671346,82.217447,44.661535,104.084344,0.003379,0.809988,0.421273,19.604338,2.235169,0.114789,,0.038009,,,4.446264,0.084492,0.01231,quarterly
EQT,2026-03-31,0.676443,0.62981,0.411177,0.757215,0.679165,0.059208,0.035672,0.057255,0.052994,20.843254,8.570265,1.234085,12.618832,14.726183,11.150889,16.418535,0.047977,0.238563,0.14373,2.068693,21.534652,0.658018,,0.086755,3.794138,,2.054187,0.16547,0.005143,quarterly
ERIE,2026-03-31,,,0.121959,,0.044154,0.063936,0.044563,,,78.990452,9.633621,5.050309,218.179987,,9.444417,213.89495,0.01266,,,,,,,0.36539,,,,0.030324,,quarterly
ES,2026-03-31,0.887448,0.238919,0.134722,0.444133,0.069935,0.036709,0.009378,0.017212,0.020838,46.244556,6.230151,1.697609,89.084941,29.136043,12.940274,185.032995,0.021624,1.835327,0.468874,15.030607,3.223211,0.651025,0.591411,0.069612,2.164739,-675.623567,2.182328,0.224072,,quarterly
ESS,2026-03-31,0.680965,0.312691,0.21905,0.686257,0.551579,0.019535,0.008109,0.012382,0.014075,190.14322,41.65095,3.714511,75.512276,77.649419,53.287426,96.608957,0.005259,1.261506,0.523618,20.346145,2.711427,0.743405,,0.037017,48.071797,,2.704396,0.040821,0.005458,quarterly
ETN,2026-03-31,0.355925,0.157294,0.116226,0.199302,0.042142,0.043913,0.015721,0.02247,0.027985,179.348856,20.845002,7.875671,494.637291,118.816238,23.680327,561.917561,0.005576,1.107094,0.396351,13.847811,11.443396,1.192829,0.754535,0.135264,1.170437,329.798989,0.58545,0.025903,,quarterly
ETR,2026-03-31,0.475291,0.185179,0.122601,0.474649,-0.493805,0.022529,0.005155,0.009377,0.012689,135.201004,16.57573,3.045946,-33.567331,54.621209,25.925911,-52.502281,0.007396,1.963391,0.449295,20.150238,2.260323,0.957118,0.726303,0.042051,4.312539,-104.210304,2.12117,0.753862,,quarterly
EVRG,2026-03-31,0.506269,0.216181,0.104939,0.451687,-0.33899,0.014916,0.004394,0.011727,0.010908,130.22844,13.666003,1.942541,-40.313871,54.64976,24.684567,-72.817958,0.007679,1.563151,0.46043,24.318203,1.891691,0.445519,0.243148,0.041869,215.477612,217.682969,2.392739,0.590081,0.003879,quarterly
EW,2026-03-31,0.780056,0.312204,0.230923,0.337013,-0.012799,0.036863,0.028579,0.039072,0.043208,129.664663,29.94258,4.779795,-2339.494655,83.503838,28.141898,-2198.80249,0.007712,0.068061,0.052766,,,4.420653,3.626473,0.123758,2.125306,1115.847794,0.115051,0.039367,0.027539,quarterly
EXC,2026-03-31,0.41425,0.221624,0.126899,0.362607,-0.087545,0.031349,0.007818,0.016363,0.015506,51.505555,6.535985,1.614655,-74.658684,37.266416,13.513064,-154.355848,0.019415,1.747911,0.435918,19.241051,3.016216,0.938882,0.850647,0.06161,2.325626,-38.63176,1.875952,0.325601,,quarterly
EXE,2026-03-31,0.639382,0.364029,0.263529,0.513643,0.384493,0.059296,0.03926,0.050753,0.060537,18.190887,4.793824,1.078647,12.467912,10.589747,5.439345,14.146799,0.054973,0.258825,0.17137,1.234174,26.237288,1.110633,,0.148979,4.595611,,2.072476,0.161664,0.002274,quarterly
EXPD,2026-03-31,0.140106,0.10594,0.082506,0.110926,0.106585,0.100513,0.048019,0.096873,0.10759,104.127086,8.59107,10.466177,80.602991,75.021485,8.321837,78.077005,0.009604,0.247325,0.118155,,,1.789006,,0.582005,1.353049,,1.346779,0.004532,0.004608,quarterly
EXPE,2026-03-31,0.889959,0.070928,-0.001751,0.106246,1.093695,-0.010417,-0.000227,0.0,0.019163,-5376.388779,9.415742,56.00405,8.609109,89.105312,9.467114,8.656081,-0.000186,8.170139,0.17786,,1.225225,0.730968,,0.129483,0.665372,,-655.166667,0.053707,0.030064,quarterly
EXR,2026-03-31,0.700745,0.429371,0.281506,0.71126,0.568907,0.018074,0.008281,0.0133,0.015385,135.689346,38.197407,2.452508,67.141708,75.518659,53.713422,94.415071,0.00737,1.045583,0.479055,21.403248,2.646559,1.129369,,0.029417,7.419197,,2.032787,0.003335,0.008885,quarterly
F,2026-03-31,0.118743,0.053846,0.058909,0.108455,-0.024507,0.068032,0.009022,0.010486,0.018583,22.253602,1.310942,1.513956,-53.49262,41.45495,4.495993,-183.457707,0.044937,4.258965,0.564773,29.732893,9.225989,1.090458,0.935442,0.153144,0.682095,444.127117,0.516484,0.054933,0.002543,quarterly
FANG,2026-03-31,0.379335,0.360095,0.005938,0.361995,0.138005,0.000685,0.000357,0.024625,0.003662,2200.320082,13.066034,1.508184,94.678145,49.146329,17.790738,128.913951,0.000454,0.381049,0.198316,9.005249,3.793651,0.561462,0.545058,0.060074,1.948172,33.420932,73.12,0.2962,,quarterly
FAST,2026-06-30,0.445599,0.210231,0.160375,0.229922,0.084461,0.094079,0.072315,0.09133,0.114083,136.362774,21.869232,12.828939,258.926933,95.547492,21.968438,260.101506,0.007333,0.108506,0.083404,,419.416667,4.179519,2.211726,0.450911,1.532618,606.492,0.694096,0.026855,0.001089,quarterly
FCX,2026-03-31,0.26548,0.230671,0.141322,0.427013,0.083734,0.045168,0.014973,0.033761,0.04058,95.260779,13.462423,4.30273,160.775376,38.540476,16.45729,196.541664,0.010497,0.533248,0.176768,2.132607,18.842105,2.385644,1.129507,0.105948,9.154185,301.167516,1.696935,0.15608,0.010908,quarterly
FDS,2026-05-31,0.498826,0.266971,0.203426,0.356249,0.407831,0.062352,0.030229,0.039957,0.053708,72.437313,14.735666,4.516635,36.131833,47.070112,16.768687,41.116797,0.013805,0.772843,0.374676,4.964027,12.136715,0.683302,,0.148597,2.148067,,2.245301,0.048923,0.035666,quarterly
FDX,2026-02-28,0.213458,0.067292,0.044,0.113625,0.04325,0.035431,0.011147,0.024526,0.020853,70.718883,3.111631,2.505675,71.945222,38.525919,4.377507,101.214046,0.01414,1.409945,0.443584,6.323799,,1.473766,1.437265,0.253344,2.032692,111.445122,1.887311,0.039792,0.001542,quarterly
FDXF,2025-11-30,0.267415,0.101917,0.056101,0.101917,,0.03337,0.019283,0.044358,0.040656,188.937097,10.599557,6.304909,,24.090857,2.455263,,0.005293,0.439933,0.254218,,,1.541231,1.514518,0.343725,1.876316,160.289567,,,,quarterly
FE,2026-03-31,0.621609,0.197049,0.096383,0.308663,-0.263446,0.032006,0.007116,0.01569,0.017151,69.311764,6.680453,2.218371,-25.357962,44.357182,13.691401,-51.970429,0.014428,2.217481,0.492999,21.594449,3.220588,0.521828,0.422188,0.073827,4.00572,-240.594132,0.365432,0.298667,,quarterly
FFIV,2026-03-31,0.814094,0.220159,0.182032,0.250434,0.428201,0.040486,0.02274,0.038236,0.037073,156.210166,28.435177,6.324252,66.406096,107.724345,26.977802,63.002614,0.006402,0.071203,0.039994,,,1.611357,1.557518,0.124926,1.907011,217.464248,2.476512,0.022602,0.08377,quarterly
FICO,2026-03-31,0.868148,0.581868,0.382343,0.584805,0.30985,-0.125834,0.129114,0.19445,0.243833,110.238751,42.149037,-13.871729,136.030533,80.571177,47.118408,152.06853,0.009071,-1.73988,1.785241,8.454086,8.986473,2.222539,,0.337692,1.115685,,0.844588,0.013073,0.065507,quarterly
FIS,2026-03-31,0.336267,0.159939,0.718058,0.328983,0.137178,0.148088,0.054411,0.008406,0.013024,9.155708,6.574326,1.355849,47.925674,38.797422,12.763704,93.045144,0.109221,1.323528,0.486294,18.72786,2.314721,0.588006,,0.075775,1.452182,,0.301352,0.079211,0.013354,quarterly
FISV,2026-03-31,0.541078,0.166103,0.113587,0.352695,0.028049,0.021793,0.007089,0.015093,0.016699,47.283098,5.370728,1.030443,191.479779,,,,0.021149,1.118545,0.363845,14.972927,2.642659,1.058246,,0.06241,1.294951,,1.049037,0.091108,0.023473,quarterly
FITB,2026-03-31,,,0.059524,,-0.451659,0.004838,0.000555,,,318.729073,18.971969,1.541966,-42.00503,,25.546285,-56.560944,0.003137,0.573096,0.065803,,,,,0.009332,,,-6.70303,0.05267,0.052309,quarterly
FIX,2026-03-31,0.26329,0.16941,0.129262,0.182626,0.084233,0.131571,0.053381,0.130649,0.14643,159.026925,20.556108,20.923293,244.039173,116.877983,21.344954,253.404232,0.006288,0.120454,0.048871,,222.370983,1.239655,1.21378,0.41297,1.02141,249.168834,1.049814,0.051468,0.006773,quarterly
FLEX,2026-03-31,0.093888,0.053096,0.033436,0.066738,0.02822,0.0486,0.011333,0.035422,0.036738,174.767817,5.843514,8.49377,207.070873,91.716565,6.12098,216.903156,0.005722,0.839036,0.195648,2.729459,6.833333,1.359188,0.872753,0.338939,1.597991,109.349066,1.652,0.027016,,quarterly
FOX,2026-03-31,,0.21357,0.041562,0.10666,0.442414,0.015134,0.007621,0.035992,0.016945,130.59922,5.42801,1.976431,12.269084,60.700047,6.474266,14.633967,0.007657,0.690491,0.347702,7.051643,3.651685,2.895889,2.645409,0.183354,1.354817,,11.457831,0.033801,0.007511,quarterly
FOXA,2026-03-31,,0.21357,0.041562,0.10666,0.442414,0.015134,0.007621,0.035992,0.016945,145.751052,6.057755,2.205732,13.692515,66.608301,7.104441,16.058368,0.006861,0.690491,0.347702,7.051643,3.651685,2.895889,2.645409,0.183354,1.354817,,11.457831,0.033801,0.007511,quarterly
FRT,2026-03-31,0.666745,0.340895,0.466451,0.907117,0.350776,0.04805,0.01749,0.014532,0.024043,68.846798,32.113663,3.308065,91.550405,52.077921,47.240753,134.675077,0.014525,1.490179,0.542411,15.30087,4.279379,1.029495,,0.037495,1.367465,,1.160246,0.190422,0.012616,quarterly
FSLR,2026-03-31,0.465536,0.330674,0.331934,0.487763,-0.31927,0.035088,0.025962,0.032781,0.032483,65.717799,21.813987,2.305905,-68.324473,41.11108,20.052478,-62.80718,0.015217,0.059434,0.043976,,47.531057,2.556579,2.000254,0.078214,0.760025,1083.038684,-0.619891,0.113507,0.006494,quarterly
FTNT,2026-03-31,0.80293,0.313581,0.288981,0.378785,0.544172,0.540063,0.05408,0.317681,0.125627,221.521627,64.01563,119.635556,117.638658,165.109339,62.540875,114.928567,0.004514,0.50197,0.050266,,157.333333,1.153369,1.073429,0.18714,1.244516,424.366218,2.015154,0.03817,0.039198,quarterly
FTV,2026-03-31,0.631663,0.179259,0.127548,0.28876,0.219562,0.022423,0.011775,0.016697,0.020769,138.081475,17.612038,3.09617,80.214281,71.465716,20.636444,93.988983,0.007242,0.573573,0.301197,10.145725,6.177215,0.708003,0.568206,0.092316,1.652859,118.529361,1.721408,,0.019918,quarterly
GD,2026-03-31,0.158964,0.105333,0.083451,0.123878,0.144796,0.043138,0.019058,0.034227,0.035768,88.600135,7.393751,3.822047,51.06309,63.295297,7.840898,54.151202,0.011287,0.377008,0.166562,2.610778,20.84058,1.384064,0.896574,0.228379,5.980923,264.935469,1.915556,0.015058,0.002967,quarterly
